date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:19	16875/16875	---M--	200	added ('OK')	image/jpeg	etag:%22v1b32%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhDRRNo4UrtZUDY0qclNw3WPoaeyv6TK3yp-F_HzZMsysbmLsAd3sbc_cq_hCUMgCbyoTmamg1SWBU8Q1ufBsVgx_Gj1gjNcO5-f_0B-zXj6UfEAPmFFcq-k2zOt4ts-jGvN54xNUGwpRp8/s280/6.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhDRRNo4UrtZUDY0qclNw3WPoaeyv6TK3yp-F_HzZMsysbmLsAd3sbc_cq_hCUMgCbyoTmamg1SWBU8Q1ufBsVgx_Gj1gjNcO5-f_0B-zXj6UfEAPmFFcq-k2zOt4ts-jGvN54xNUGwpRp8/s280/6.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:21	27956/27956	---M--	200	added ('OK')	image/jpeg	etag:%22va94%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgqTEMi_J_HJe2TGbwlA5MXKho_VkuKQ_LUNPE7JrXVGIpAkHh-6hsuBK2p2cOjcveElF0WX65dhX0XW0NSkVENwNcyXf3i1e_AnOW7I5eRW-bpZolwKNU5QxiVSass68aJIlrIrwMtP0A/w280/glo3.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgqTEMi_J_HJe2TGbwlA5MXKho_VkuKQ_LUNPE7JrXVGIpAkHh-6hsuBK2p2cOjcveElF0WX65dhX0XW0NSkVENwNcyXf3i1e_AnOW7I5eRW-bpZolwKNU5QxiVSass68aJIlrIrwMtP0A/w280/glo3.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:22	6187/6187	---M--	200	added ('OK')	image/png	etag:%22v339c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgxlBTIPV2S5oIeM8jq1x1M3LcblhXfOjJnojxF_xHN0U2tYSfck02daHEwTqfPy-RvY-3E0zum99pUhqkxERjCszqHlA0xElscneVXlOaCDuiL9lAIPSZwlabL0rfmC7gEPQg-uPyg3u8KaUWeUGi-mCLhXLi2VgkYlNrjO3-mW88vE6ACiGpHlmgEoyo/s1600/1.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgxlBTIPV2S5oIeM8jq1x1M3LcblhXfOjJnojxF_xH/s1600/1.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:23	6665/6665	---M--	200	added ('OK')	image/png	etag:%22v339a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhe_O1FcjIIiHaZUmpppetgJArYtcQX5q1CaWCzRuo4Mu4Xl5bqMdXY-lqtm1GHT8709BKKBvv_xJwxLpsEvYaN_brixUYMNDwdwMQw8T_zGIT4QLYVdTRE2AAAPVzQQP-uzCpaYZBp2zf3flTR8UUuG_gSijfAPBFhiOdCZUQKM9vu1XVGG6quRHOiABU/s1600/2.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhe_O1FcjIIiHaZUmpppetgJArYtcQX5q1CaWCzRuo/s1600/2.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:24	8152/8152	---M--	200	added ('OK')	image/png	etag:%22v339d%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgKp2JUFiCR71SvGi8DrKQhL2UCXYLGXRzho4NeusYPaQjKM2dnOtSezGeMk-N4x_sJBVn4E3cilrxZMU_mB5ifcjq52xhaWkfHPmAPUGanfGMtDFulkjaVh9nqJE61eSzzQoMglB1ctIp9plUUGMAY4gSAse94gRNLWWEDMVLar-L7LXZoF_aJSm-AT1U/s1600/3.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgKp2JUFiCR71SvGi8DrKQhL2UCXYLGXRzho4NeusY/s1600/3.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:25	6475/6475	---M--	200	added ('OK')	image/png	etag:%22v3399%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgcL6BuRR3LMyPqybS3Ju2zGIQQocDN23EWt18V6dn5iQSfVHL8AYWCePFEyqQB1PQRd3h_rK1uLWft3fCcY8YTd1qwdFVjoEzBNr7aXORfFqcVl8ciEmnjwbc_g2C0uUiH2kP0-IoOEAg7K8fzWNUcRT3I6L24hrl52RCEiRI5XlAvoP1nsuwBgRxnKD0/s1600/4.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgcL6BuRR3LMyPqybS3Ju2zGIQQocDN23EWt18V6dn/s1600/4.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:26	6717/6717	---M--	200	added ('OK')	image/png	etag:%22v339b%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj8MOuP7jlpyS0ESXyahxS6Tt3G1DvWlw4giR8Ox-lmtrVs9CUUC02JgZrMQ3CkXkeQRFp2aM7UIHHmAMmGQ0XFn7dKZYpfkD3_iWxsJVQmrDJteJ_5QeEh3ggJlI5P3_kDAVnHuIqsTKiymquzcBoh3OVql3KkO8IPevaY9AMjLccfND8g5LK7K03nIZg/s1600/5.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj8MOuP7jlpyS0ESXyahxS6Tt3G1DvWlw4giR8Ox-l/s1600/5.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:27	6087/6087	---M--	200	added ('OK')	image/png	etag:%22v339c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiTNUKERt3_YtVTTnqzdaq_EhN8MsEwg-nj-uVjA9aUw_0DA_0QyRxJbxbDiGf-l4i-GH2BgIz-RCAfcIQMRDA_2PjUoaMvOhwdgogusONJe69saJdceFfEsDZY7wQzYxDSB14oNE_Z2jR2EiTujorFjCk2Y4pZb8p-NHXQOaGkcthFgElc5j9qI5Rhoe0/s1600/6.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiTNUKERt3_YtVTTnqzdaq_EhN8MsEwg-nj-uVjA9a/s1600/6.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:28	6182/6182	---M--	200	added ('OK')	image/png	etag:%22v339c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiESApN9r_5vTwCtW50GC3hEOh8gP6JU6Fr6HGcTUxus_csHXjRVqw23EW8ZxAq4WQvgDVfT_P8EAHgiKmdhMZxth8OK8QapK5bdgGf3muGL7k_AdGiaKrJqf67-EsRM1GyKdvled-GHvQolUWym72RCQn2TfRVodyXY2UYjDn_qV3NXP7nI50PdtC1f_A/s1600/7.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiESApN9r_5vTwCtW50GC3hEOh8gP6JU6Fr6HGcTUx/s1600/7.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:29	8407/8407	---M--	200	added ('OK')	image/png	etag:%22v339d%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhzF2Uj8Zi82yhQReLEtQ5-ltI41zASHHTDPJbNyHikQ3FIis3VTX8DIhcNrC_OaminDJAXfQZ6Pj6Brr-d8xi-llSQg32CYQFyNta4Hwc4SlEhNe6jrxalv3PKEwwhuY3ol-4VEYlFsY12xKjmj3Hlv3_vRhUBE3UKimWqCqYfDQ1y9om73yCsUkFo0s8/s1600/8.png	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhzF2Uj8Zi82yhQReLEtQ5-ltI41zASHHTDPJbNyHi/s1600/8.png	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:33	720683/720683	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:33	1931/1931	---M--	200	added ('OK')	image/jpeg	etag:%22v39c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzdnlbyeIZEfYFqWN13nPZzc-CCtHhK_4aYN8xSdfVO6wVcZuQ-XISeW2_nAwGYdQWFHcC7pgU3RPkP1hqUagJUzX6ZHBXzxRgWPXmltO8nRzo5r76DzvFKu8Y16HfFDk7dKbT1H_6vgwTId4uZRRBliyExoAWs3-vKRiuq5JA7A9OlzB6a2lvwl6o/w72-h72-p-k-no-nu/7.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzdnlbyeIZEfYFqWN13nPZzc-CCtHhK_4aYN8xSdf/w72-h72-p-k-no-nu/7.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:36	724688/724688	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/search	F:/jp/magic-cv-soratemplates.blogspot.com/search.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:39	733895/733895	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/drifting-apart-growing-happy.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/drifting-apart-growing-happy.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:39	2927/2927	---M--	200	added ('OK')	image/jpeg	etag:%22v399%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjx6pOoznxp-NOzz2zMaVppGarOEOrrHI2AA_u53mz05B7uGkuymqKprosuc8nxb9LgaOIp9EmTRGK0ZpoZ74mKKhmCgplIGMiHXokJ4BYwdIZqEVL79IQ4HwsM5jTi1L6_P9d2aZyC4_byntvScZR9COtplJGlZ2ABeHb1nc1mgNnB2k3BeG27_szm/w72-h72-p-k-no-nu/1.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjx6pOoznxp-NOzz2zMaVppGarOEOrrHI2AA_u53mz/w72-h72-p-k-no-nu/1.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:42	720407/720407	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/taking-over-street-fashion.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/taking-over-street-fashion.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:43	3220/3220	---M--	200	added ('OK')	image/jpeg	etag:%22v39e%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh8CQggfyAvI5oi-GLuuFeOFE94P7Zuew6iCs71luTcb0fodC6BnXkb_QBjEhuYlZqI9-BFfMvtenZbtVY2aFwR1-rezEmiZBvyxKgyvKOuLcGbbeTFxKwswSnx7P9SxK-OB283Dr_RSX2EMdsTgTMJ-nBf5AAahIW7WuJDq74jaP59OlVDyrC7J-T9/w72-h72-p-k-no-nu/2.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh8CQggfyAvI5oi-GLuuFeOFE94P7Zuew6iCs71luT/w72-h72-p-k-no-nu/2.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:46	720451/720451	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/knowledge-beauty.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/knowledge-beauty.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:46	1829/1829	---M--	200	added ('OK')	image/jpeg	etag:%22v39a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgc-zmoUj-8uXUF3iDNDfZQgRZoQxAkOBIsa7isc9KrlXe0zMnETBnxinKvQF3A5lUAqDMEYUNwYQpNL6HR_gEmYIzn8DkDZ09niL2GSv_-KYMjFHt8OiFRDfXqJNI8YycaLISqiMFVoRhPyKXe3WclZPmzcPV14u0IlekkvM6mEt4SjRhSbCQHIA-j/w72-h72-p-k-no-nu/3.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgc-zmoUj-8uXUF3iDNDfZQgRZoQxAkOBIsa7isc9K/w72-h72-p-k-no-nu/3.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:50	720434/720434	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/lifestyle-apps-widgets.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/lifestyle-apps-widgets.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:50	3274/3274	---M--	200	added ('OK')	image/jpeg	etag:%22v39a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjHVjFHbSkdK7EmcOuLm5bNJDqoQKiIfhZsdnP1I_IQ2urmZAXTHgHI6ef_RRM4itKllPSl9xw7XoTcifETfEQ5-T_7jfDzgp4kSgMhsL0T53jgiMrriF8IhkYGp8Wmvbt5d_VE41pXSwi_EHl4ghnykJk4atJcNUehUCAv3LfnFvqZ-FtYq4Sjo-zo/w72-h72-p-k-no-nu/4.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjHVjFHbSkdK7EmcOuLm5bNJDqoQKiIfhZsdnP1I_I/w72-h72-p-k-no-nu/4.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:53	720364/720364	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/spirit-of-adventure-rises.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/spirit-of-adventure-rises.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:53	2255/2255	---M--	200	added ('OK')	image/jpeg	etag:%22v39c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3lhO-ImKXIyN7IO-7xyK3ZAsh0MbwjYnT9MSQhOV6HaiMmZtLMqX0TaSPH32mw-t1AF_N9wtI-jNJBZ2FHl-ZJaJpa9h74hgliUvoyH3Miugm4aSkNbwYoOpl7O5t9ZNpTxe2SJbtCUDD9sj65-cXtmLQ8fSED0nfHGKgaI-ij-pJqTpefy3PYbwE/w72-h72-p-k-no-nu/5.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3lhO-ImKXIyN7IO-7xyK3ZAsh0MbwjYnT9MSQhOV/w72-h72-p-k-no-nu/5.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:57	720233/720233	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/work-smart-play-hard.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/work-smart-play-hard.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:42:57	4256/4256	---M--	200	added ('OK')	image/jpeg	etag:%22v39b%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjCFpMMhggT95jZC6oGPqdE0ZDgzTYFA1_1wtbRM_IpbY8hkjmVAYPHPMSpe8nqydve8neO88BYrjp9eOiQ6dWdNqM_vEUk1-NT_Uznmz5nMXqcM1ly0K55cGHMB0eZfzGsk4A5qicGAfFMP24OAGTC-pwx0hgYDvl4b_w7oFmWyBNvvbJc5eXHrMjK/w72-h72-p-k-no-nu/6.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjCFpMMhggT95jZC6oGPqdE0ZDgzTYFA1_1wtbRM_I/w72-h72-p-k-no-nu/6.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:00	720213/720213	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/2018/05/the-secrets-of-fashion.html	F:/jp/magic-cv-soratemplates.blogspot.com/2018/05/the-secrets-of-fashion.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:00	1446/1446	---M--	200	added ('OK')	image/jpeg	etag:%22v39d%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiaoR_mAy82iKluSRQkdEY5_xJ2z4fmRMFjhBs41I_F5GhzfWbDGiB-TVCSiaNTwYUpFu7I2epKZBQOC5aQ2mDgLVIU_0EJLj2cEtkyvTYLjefPnuAg79qRo-qDFtEsX13agu9M0TRyhBVLLk85yfZOF8vtFQi5bElLvZYgjRBXAPC4h3igPCfnb9mc/w72-h72-p-k-no-nu/8.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiaoR_mAy82iKluSRQkdEY5_xJ2z4fmRMFjhBs41I_/w72-h72-p-k-no-nu/8.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:04	716299/716299	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/search/label/Beauty	F:/jp/magic-cv-soratemplates.blogspot.com/search/label/Beauty.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:05	716294/716294	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/search/label/Fashion	F:/jp/magic-cv-soratemplates.blogspot.com/search/label/Fashion.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:07	709835/709835	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/p/about.html	F:/jp/magic-cv-soratemplates.blogspot.com/p/about.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:10	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	F:/jp/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:11	706231/706231	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/p/contact-us.html	F:/jp/magic-cv-soratemplates.blogspot.com/p/contact-us.html	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:11	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d2480666c19e3ae521784a36ecb939fd%22	https://connect.facebook.net/en_US/sdk.js	F:/jp/connect.facebook.net/en_US/sdk.js	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:12	3849/3849	---M--	200	added ('OK')	image/jpeg	etag:%22v2a7a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjaxZbQf-QXuTU7WMZVVNWDmpNS0ZQwa2EQqba1hiqcwuohSDLTf6Ys18Fa52TaQ4s9sdvxsczBd-jpkONKf8RnZYf6Kxf8BTtOmLBk5EKbZQhgjxITiz1HfLFRHMrm6rt8kgNlnlt274GE/s72-c/540309_389242681126812_957133422_n.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjaxZbQf-QXuTU7WMZVVNWDmpNS0ZQwa2EQqba1hiq/s72-c/540309_389242681126812_957133422_n.jpg	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:13	147434/147434	---M--	200	added ('OK')	text/javascript	date:Thu,%2005%20Dec%202024%2021:52:28%20GMT	https://www.blogger.com/static/v1/widgets/3704019819-widgets.js	F:/jp/www.blogger.com/static/v1/widgets/3704019819-widgets.js	(from https://magic-cv-soratemplates.blogspot.com/)
19:43:15	1527/1527	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2030%20Nov%202023%2006:28:08%20GMT	https://magic-cv-soratemplates.blogspot.com/feeds/8430792856559061260/comments/default	F:/jp/magic-cv-soratemplates.blogspot.com/feeds/8430792856559061260/comments/default	(from https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html)
19:43:16	77721/77721	---M--	200	added ('OK')	image/jpeg	etag:%22v39c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzdnlbyeIZEfYFqWN13nPZzc-CCtHhK_4aYN8xSdfVO6wVcZuQ-XISeW2_nAwGYdQWFHcC7pgU3RPkP1hqUagJUzX6ZHBXzxRgWPXmltO8nRzo5r76DzvFKu8Y16HfFDk7dKbT1H_6vgwTId4uZRRBliyExoAWs3-vKRiuq5JA7A9OlzB6a2lvwl6o/s16000/7.jpg	F:/jp/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzdnlbyeIZEfYFqWN13nPZzc-CCtHhK_4aYN8xSdf/s16000/7.jpg	(from https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html)
19:43:18	1/1	---MC-	200	added ('OK')	text/css	date:Thu,%2012%20Dec%202024%2014:13:19%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=1524992279479125398&zx=6d05b905-c00a-4172-9e9b-9d0b3265aa69	F:/jp/www.blogger.com/dyn-css/authorization0fca.css	(from https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html)
19:43:21	713829/713829	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/p/post-format-and-page-markup.html	F:/jp/magic-cv-soratemplates.blogspot.com/p/post-format-and-page-markup.html	(from https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html)
19:43:23	704077/704077	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202024%2014:13:21%20GMT	https://magic-cv-soratemplates.blogspot.com/soratemplates	F:/jp/magic-cv-soratemplates.blogspot.com/soratemplates.2f.delayed	(from https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html)
19:43:27	713305/713305	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2003:04:45%20GMT	https://magic-cv-soratemplates.blogspot.com/search/label/Trending%0Aart	F:/jp/magic-cv-soratemplates.blogspot.com/search/label/Trending%0Aart.html	(from https://magic-cv-soratemplates.blogspot.com/2018/05/winter-in-black-white-mood.html)
